specObjID,plate,mjd,fiberid,redshift
10547661905648179200,9368,57817,842,1.001431
10547663005159806976,9368,57817,846,1.461697
10547666303694690304,9368,57817,858,1.941817
10547673725398177792,9368,57817,885,1.428216
10547688843683059712,9368,57817,940,1.052869
10547692691973756928,9368,57817,954,1.545931
10547694341241198592,9368,57817,960,1.358927
8738185728473978880,7761,58071,278,1.673775
8738186003351885824,7761,58071,279,1.616758
8738187652619327488,7761,58071,285,1.030027
8738189576764676096,7761,58071,292,1.332311
8738194524567001088,7761,58071,310,1.322834
8738196723590256640,7761,58071,318,1.663281
8738200297003046912,7761,58071,331,1.530301
12078762091127003136,10728,58248,392,1.507903
12078770612342118400,10728,58248,423,1.336735
13120262115696072704,11653,58526,547,1.238505
13120265689108862976,11653,58526,560,1.978755
13120268712765839360,11653,58526,571,1.898605
13120270087155374080,11653,58526,576,1.307891
13120270911789094912,11653,58526,579,1.411679
13120271736422815744,11653,58526,582,1.201419
13120277233980954624,11653,58526,602,1.078257
8250844768898406400,7328,56715,910,1.928582
8250847517677475840,7328,56715,920,1.340632
8250848617189103616,7328,56715,924,1.205736
8250853015235614720,7328,56715,940,1.640932
8251723828511922176,7329,56719,12,1.928715
299629040543754240,266,51630,508,1.903545
7495301604121532416,6657,56366,676,1.0052
7495310949970368512,6657,56366,710,1.598985
7495313698749437952,6657,56366,720,1.154861
7495321945086646272,6657,56366,750,1.337533
9417263627243902976,8364,58138,861,1.170764
9417266650900879360,8364,58138,872,1.162176
9417267475534600192,8364,58138,875,1.301679
9417268025290414080,8364,58138,877,1.974877
9417271598703204352,8364,58138,890,1.00306
9417276821383436288,8364,58138,909,1.22598
9417278195772971008,8364,58138,914,1.149233
9417282593819482112,8364,58138,930,1.222019
9417290015522969600,8364,58138,957,1.394915
2728091003138369536,2423,54149,129,1.44846
2728093202161625088,2423,54149,137,1.333519
10328089712687077376,9173,58069,763,1.996113
10328094385611495424,9173,58069,780,1.15373
10328096034878937088,9173,58069,786,1.157291
10328096584634750976,9173,58069,788,1.908443
10328097134390564864,9173,58069,790,1.316425
10328097684146378752,9173,58069,792,1.379641
10328098233902192640,9173,58069,794,1.409567
10328100432925448192,9173,58069,802,1.634049
10328104556094052352,9173,58069,817,1.827138
10751449238863108096,9549,57807,840,1.38676
10751450613252642816,9549,57807,845,1.358999
10328106205361494016,9173,58069,823,1.91745
10328106755117307904,9173,58069,825,1.105551
10328112527553353728,9173,58069,846,1.060133
10328115826088237056,9173,58069,858,1.67438
10328116375844050944,9173,58069,860,1.91497
10328118299989399552,9173,58069,867,1.600106
10328118574867306496,9173,58069,868,1.546672
10328118849745213440,9173,58069,869,1.726384
9328256768298735616,8285,57048,640,1.395436
9328267213659199488,8285,57048,678,1.344308
9328269412682455040,8285,57048,686,1.324984
9328272161461524480,8285,57048,696,1.340977
9328274910240593920,8285,57048,706,1.318051
1352354541927950336,1201,52674,541,1.80402
1352358939974461440,1201,52674,557,1.039783
1352362513387251712,1201,52674,570,1.465077
1352370484846553088,1201,52674,599,1.344114
1353333656998930432,1202,52672,7,1.324811
1353337505289627648,1202,52672,21,1.790279
3315947374802659328,2945,54505,626,1.433179
5326702373154084864,4731,55656,254,1.727364
13115800022431324160,11649,58514,698,1.608437
13115805519989463040,11649,58514,718,1.483005
13120136496492599296,11653,58526,90,1.685866
13120146941853063168,11653,58526,128,1.909976
5488812718638258176,4875,55677,184,1.037089
11517971853017896960,10230,58224,57,1.862381
10331465213568899072,9176,58080,755,1.722501
10331466587958433792,9176,58080,760,1.361563
10331468512103782400,9176,58080,767,1.460239
10331478957464246272,9176,58080,805,1.707434
1348912795571218432,1198,52669,308,1.395594
3096266321550141440,2750,54242,151,1.428247
3096272643742001152,2750,54242,174,1.408491
3096279240811767808,2750,54242,198,1.276803
9838369146630592512,8738,57402,930,1.180028
9838372170287568896,8738,57402,941,1.610341
9838380691502684160,8738,57402,972,1.449574
5326674885363390464,4731,55656,154,1.049555
7217154848604837888,6410,56336,496,1.779635
7217165843721115648,6410,56336,536,1.339441
7217168867378092032,6410,56336,547,1.053098
3790950150168485888,3367,54998,164,1.447671
9828186019639613440,8729,57399,748,1.38972
9828186569395427328,8729,57399,750,1.562706
9828189593052403712,8729,57399,761,1.627224
9828191242319845376,8729,57399,767,1.650201
9828192066953566208,8729,57399,770,1.909316
9828193991098914816,8729,57399,777,1.579167
9828194265976821760,8729,57399,778,1.890052
9828195915244263424,8729,57399,784,1.934917
9828197289633798144,8729,57399,789,1.13335
9828200863046588416,8729,57399,802,1.764153
8599809972807948288,7638,56981,678,1.968551
8599818768900970496,7638,56981,710,1.84771
8599822617191667712,7638,56981,724,1.497591
8599825091092830208,7638,56981,733,1.261353
9071549942653540352,8057,57190,634,1.286143
9071551591920982016,8057,57190,640,1.409072
9071554890455865344,8057,57190,652,1.956086
9071558738746562560,8057,57190,666,1.833554
9071559563380283392,8057,57190,669,1.409935
9321559643225610240,8279,57063,852,1.515308
9321565690539563008,8279,57063,874,1.817956
9321575311266306048,8279,57063,909,1.390751
5834605838178998272,5182,56341,700,1.907858
9979101417707952128,8863,57724,911,1.941485
9979107190143997952,8863,57724,932,1.349103
9979112687702136832,8863,57724,952,1.502836
7559530126972835840,6714,56447,866,1.416268
7559537823554230272,6714,56447,894,1.705889
4449558720289200128,3952,55330,8,1.452471
1338780521026578432,1189,52668,311,1.644552
1338787392974252032,1189,52668,336,1.721947
8260847300164999168,7337,56662,435,1.09553
9839349915079432192,8739,57645,402,1.473764
9839352663858501632,8739,57645,412,1.657551
9839353763370129408,8739,57645,416,1.143901
9839360910195709952,8739,57645,442,1.575722
9839361459951523840,8739,57645,444,1.850671
9839366957509662720,8739,57645,464,1.335557
9839370256044546048,8739,57645,476,1.458647
9839371355556173824,8739,57645,480,1.030482
9839371905311987712,8739,57645,482,1.018713
3097424657066780672,2751,54243,269,1.744298
12111519290878089216,10757,58223,778,1.632951
12111519565755996160,10757,58223,779,1.820155
12111522589412972544,10757,58223,790,1.64193
12111525338192041984,10757,58223,800,1.145977
12111527537215297536,10757,58223,808,1.93629
12111533859407157248,10757,58223,831,1.499242
12111535508674598912,10757,58223,837,1.650364
12111543205255993344,10757,58223,865,1.662038
6882894240827070464,6113,56219,975,1.182152
9983369992295700480,8867,57460,56,1.794884
9983371091807328256,8867,57460,60,1.48136
9983375489853839360,8867,57460,76,1.039355
9983376314487560192,8867,57460,79,1.386409
9983377688877094912,8867,57460,84,1.814956
9983383461313140736,8867,57460,105,1.252129
649672323506399232,577,52367,102,1.094552
649672598384306176,577,52367,103,1.086717
2240684084256860160,1990,53472,521,1.6298
2240693979861510144,1990,53472,557,1.488764
2240700851809183744,1990,53472,582,1.647901
7569446072269166592,6723,56428,76,1.862438
7569449645681956864,6723,56428,89,1.586371
7569459266408699904,6723,56428,124,1.278623
7569459816164513792,6723,56428,126,1.59412
12443594346061912064,11052,58438,540,1.409381
12443595445573539840,11052,58438,544,1.377429
12443603417032841216,11052,58438,573,1.441663
12443607815079352320,11052,58438,589,1.368384
6184736239503300608,5493,56009,611,1.176375
9322517867575662592,8280,57061,242,1.670247
9322519516843104256,8280,57061,248,1.013526
9322519791721011200,8280,57061,249,1.640089
9322525014401243136,8280,57061,268,1.268776
1338849240503314432,1189,52668,561,1.757654
8251736472895641600,7329,56719,58,1.654474
8251746368500291584,7329,56719,94,1.851877
8251756813860755456,7329,56719,132,1.942565
10333739828265637888,9178,58081,838,1.394565
10333754121916798976,9178,58081,890,1.699321
10333763467765635072,9178,58081,924,1.30088
10333765117033076736,9178,58081,930,1.547635
9078172857419454464,8063,57576,152,1.229409
9078181653512476672,8063,57576,184,1.211901
9078182753024104448,8063,57576,188,1.69227
9078186601314801664,8063,57576,202,1.862705
9078186876192708608,8063,57576,203,1.324597
9078189075215964160,8063,57576,211,1.157755
9078189624971778048,8063,57576,213,1.272065
9078190724483405824,8063,57576,217,1.166247
9078191274239219712,8063,57576,219,1.159166
9078192648628754432,8063,57576,224,1.114528
9078198970820614144,8063,57576,247,1.737178
9078199520576428032,8063,57576,249,1.836564
9077151422441871360,8062,58251,532,1.408153
9077152796831406080,8062,58251,537,1.746914
9077155820488382464,8062,58251,548,1.532962
9077156370244196352,8062,58251,550,1.071081
9077158294389544960,8062,58251,557,1.560424
2043586461407668224,1815,53884,284,1.888204
7495333489958737920,6657,56366,792,1.825356
7495342286051760128,6657,56366,824,1.383431
5033980216470689792,4471,55617,297,1.793043
1987369524378232832,1765,53466,568,1.0107
1987376396325906432,1765,53466,593,1.393441
1987376946081720320,1765,53466,595,1.648685
1987379145104975872,1765,53466,603,1.648401
1987384917541021696,1765,53466,624,1.159548
3096229487910610944,2750,54242,17,1.588562
3096240757904795648,2750,54242,58,1.485505
310923778420926464,276,51909,638,1.583006
311890524002871296,277,51908,59,1.72093
311895471805196288,277,51908,77,1.345805
657526404606355456,584,52049,3,1.051319
657533001676122112,584,52049,27,1.678923
11518108467337648128,10230,58224,554,1.830033
11518109566849275904,10230,58224,558,1.450979
2728141580673247232,2423,54149,313,1.723432
2728157248713943040,2423,54149,370,1.571317
11518112040750438400,10230,58224,567,1.706796
11518113415139973120,10230,58224,572,1.882147
11518113964895787008,10230,58224,574,1.213847
11518114514651600896,10230,58224,576,1.369951
11518116163919042560,10230,58224,582,1.467624
12771317530481678336,11343,58430,854,1.053276
12771319179749120000,11343,58430,860,1.211156
12771320279260747776,11343,58430,864,1.708014
12771327426086328320,11343,58430,890,1.491439
12771328525597956096,11343,58430,894,1.551097
12771329625109583872,11343,58430,898,1.449493
12771330724621211648,11343,58430,902,1.411489
12771337596568885248,11343,58430,927,1.685328
12771341169981675520,11343,58430,940,1.297787
7569436176664516608,6723,56428,40,1.381586
7569437276176144384,6723,56428,44,1.672042
7569442223978469376,6723,56428,62,1.484571
7569443598368004096,6723,56428,67,1.388505
7569444972757538816,6723,56428,72,1.674718
9077080503941879808,8062,58251,274,1.066519
9077081603453507584,8062,58251,278,1.023943
12442587469496735744,11051,58510,973,1.301877
12442587744374642688,11051,58510,974,1.343465
12443451134672394240,11052,58438,19,1.351517
3095209141103257600,2749,54241,401,1.760481
3095212439638140928,2749,54241,413,1.431033
3095216287928838144,2749,54241,427,1.642484
11518081254424860672,10230,58224,455,1.794019
11518086751982999552,10230,58224,475,1.143457
11518090875151603712,10230,58224,490,1.712282
8600750610307110912,7639,57297,4,1.617706
8600752259574552576,7639,57297,10,1.434613
8600753359086180352,7639,57297,14,1.89138
8600757482254784512,7639,57297,29,1.191816
8600759406400133120,7639,57297,36,1.595539
12763452174035605504,11336,58429,912,1.934771
12763459870616999936,11336,58429,940,1.80206
12763464818419324928,11336,58429,958,1.02247
12763466467686766592,11336,58429,964,1.106312
9828243744000071680,8729,57399,958,1.808964
9828244568633792512,8729,57399,961,1.816165
9828246767657048064,8729,57399,969,1.490319
9828248142046582784,8729,57399,974,1.716458
9828249241558210560,8729,57399,978,1.806503
9828251165703559168,8729,57399,985,1.67758
7559557065007716352,6714,56447,964,1.584841
7559558164519344128,6714,56447,968,1.163045
6880383232002775040,6111,56270,32,1.631803
6880401923700447232,6111,56270,100,1.720631
6184747509497485312,5493,56009,652,1.826684
11522629657959880704,10234,58153,618,1.862839
11522634056006391808,10234,58153,634,1.651513
7222922336412129280,6415,56310,998,1.947885
7223787102340929536,6416,56312,48,1.407089
7223796723067672576,6416,56312,83,1.956607
7223796997945579520,6416,56312,84,1.322495
9327080571959269376,8284,57419,457,1.471215
9327080846837176320,8284,57419,458,1.0134
9327081946348804096,8284,57419,462,1.639459
9327099538534848512,8284,57419,526,1.103032
9327100638046476288,8284,57419,530,1.849441
9327106135604615168,8284,57419,550,1.470791
9327108059749963776,8284,57419,557,1.885526
9327109983895312384,8284,57419,564,1.813567
9327111908040660992,8284,57419,571,1.80283
6523621395804739584,5794,56282,572,1.92256
2722522795421493248,2418,53794,352,1.014444
2722524444688934912,2418,53794,358,1.53157
9319078045649491968,8277,57073,16,1.483298
4352895160448997376,3866,55623,604,1.038196
4352911103367600128,3866,55623,662,1.43288
4352920998972250112,3866,55623,698,1.662374
8868834353331066880,7877,56898,439,1.918169
8868837102110136320,7877,56898,449,1.580492
8868838201621764096,7877,56898,453,1.097538
8868840675522926592,7877,56898,462,1.757961
8868841775034554368,7877,56898,466,1.075876
8868847822348507136,7877,56898,488,1.945405
8868851670639204352,7877,56898,502,1.758353
8868855244051994624,7877,56898,515,1.512335
8868859092342691840,7877,56898,529,1.596795
8868859367220598784,7877,56898,530,1.130288
8868860466732226560,7877,56898,534,1.452
8868868163313620992,7877,56898,562,1.705891
8868868438191527936,7877,56898,563,1.493265
12076601275078432768,10726,58199,723,1.705989
12076605398247036928,10726,58199,738,1.642411
12076607872148199424,10726,58199,747,1.814135
12076610620927268864,10726,58199,757,1.201271
12076611170683082752,10726,58199,759,1.811728
12769067379901880320,11341,58428,860,1.134322
12769075626239088640,11341,58428,890,1.119615
7975930026788149248,7084,56624,200,1.173797
7975937723369543680,7084,56624,228,1.105916
7975950917509076992,7084,56624,276,1.117453
7975955040677681152,7084,56624,291,1.194448
7975959713602099200,7084,56624,308,1.964471
3816922263194804224,3390,54945,442,1.015488
7569472460548233216,6723,56428,172,1.183916
7569476308838930432,6723,56428,186,1.346547
7569476583716837376,6723,56428,187,1.547137
7569482905908697088,6723,56428,210,1.896798
7569494450780788736,6723,56428,252,1.587186
7569495550292416512,6723,56428,256,1.09216
5706146036483119104,5068,55749,310,1.618557
10755870649895639040,9553,57801,541,1.593881
7919686707485890560,7034,56564,388,1.013698
5600476926588508160,4974,56038,912,1.953618
10304452960999200768,9152,58041,789,1.450528
9575793132781721600,8505,57834,52,1.054799
9575794232293349376,8505,57834,56,1.384247
9575797805706139648,8505,57834,69,1.695678
9575798630339860480,8505,57834,72,1.507325
9575798905217767424,8505,57834,73,1.631209
9575803578142185472,8505,57834,90,1.986656
833183561216452608,740,52263,64,1.427223
833185485361801216,740,52263,71,1.856464
6184785992404457472,5493,56009,792,1.545903
9832651153086896128,8733,58396,608,1.924704
9832651427964803072,8733,58396,609,1.640981
9832653901865965568,8733,58396,618,1.560461
9832658025034569728,8733,58396,633,1.189586
9832659399424104448,8733,58396,638,1.0926
9832660498935732224,8733,58396,642,1.791993
8600936427772205056,7639,57297,680,1.307691
8600941925330343936,7639,57297,700,1.599987
8600944948987320320,7639,57297,711,1.240266
8600951820934993920,7639,57297,736,1.004452
13098775458761431040,11634,58484,203,1.292457
13098776008517244928,11634,58484,205,1.627943
13098781506075383808,11634,58484,225,1.476707
13098787003633522688,11634,58484,245,1.433674
13098789752412592128,11634,58484,255,1.099087
13098792226313754624,11634,58484,264,1.113606
13098795249970731008,11634,58484,275,1.903952
13098797174116079616,11634,58484,282,1.171639
13098799922895149056,11634,58484,292,1.095314
12070806850293225472,10721,58288,123,1.403023
12772290048650663936,11344,58438,296,1.684048
12772293072307640320,11344,58438,307,1.471059
12772294721575081984,11344,58438,313,1.551748
12772295546208802816,11344,58438,316,1.200136
12772297195476244480,11344,58438,322,1.779241
12772299944255313920,11344,58438,332,1.81828
12772301593522755584,11344,58438,338,1.058411
12772305991569266688,11344,58438,354,1.543834
12772307091080894464,11344,58438,358,1.581428
12772308190592522240,11344,58438,362,1.053516
12772309290104150016,11344,58438,366,1.339371
12772311764005312512,11344,58438,375,1.916751
646332006979889152,574,52355,238,1.258978
646333381369423872,574,52355,243,1.607221
11259059403272509440,10000,58141,219,1.817136
310907560624416768,276,51909,579,1.817173
310919105496508416,276,51909,621,1.06868
7568368550924277760,6722,56431,252,1.406642
7568381195307997184,6722,56431,298,1.497193
7568385593354508288,6722,56431,314,1.545765
7568395488959158272,6722,56431,350,1.377008
5143319775620126720,4568,55600,760,1.286485
573219156975970304,509,52374,495,1.365583
8536821150323595264,7582,56960,902,1.117018
8536822249835223040,7582,56960,906,1.839038
8536823899102664704,7582,56960,912,1.698251
8536831045928245248,7582,56960,938,1.816715
8536843690311964672,7582,56960,984,1.684447
8537699934958540800,7583,56958,3,1.503597
8537701309348075520,7583,56958,8,1.802791
8537703508371331072,7583,56958,16,1.761108
8839533743410796544,7851,56932,340,1.910952
8839535392678238208,7851,56932,346,1.678509
8839537041945679872,7851,56932,352,1.682901
8839538966091028480,7851,56932,359,1.679949
8839539790724749312,7851,56932,362,1.424143
8839540890236377088,7851,56932,366,1.629944
8839541439992190976,7851,56932,368,1.520908
8839541714870097920,7851,56932,369,1.313739
8839544463649167360,7851,56932,379,1.583807
8839549686329399296,7851,56932,398,1.954589
8839551335596840960,7851,56932,404,1.434353
8839556283399165952,7851,56932,422,1.616436
2389249007735040000,2122,54178,325,1.335022
2389265500409456640,2122,54178,385,1.662701
2389268524066433024,2122,54178,396,1.448088
2389272647235037184,2122,54178,411,1.356619
9077129707087222784,8062,58251,453,1.107283
9077133280500013056,8062,58251,466,1.715189
9077144825372104704,8062,58251,508,1.801299
7562910574633572352,6717,56397,876,1.451666
7562913873168455680,6717,56397,888,1.289755
3087371547208345600,2742,54233,560,1.417321
3087374021109508096,2742,54233,569,1.688686
7915308725115836416,7030,56448,845,1.471417
7915313398040254464,7030,56448,862,1.130036
7915316696575137792,7030,56448,874,1.450932
7915317246330951680,7030,56448,876,1.397707
3087380618179274752,2742,54233,593,1.932555
3087383092080437248,2742,54233,602,1.267198
3087386115737413632,2742,54233,613,1.120851
932387273616418816,828,52317,517,1.947138
932388922883860480,828,52317,523,1.374765
932401842145486848,828,52317,570,1.658401
932407614581532672,828,52317,591,1.825538
932408439215253504,828,52317,594,1.743708
932408988971067392,828,52317,596,1.448255
932413661895485440,828,52317,613,1.13904
932415860918740992,828,52317,621,1.88669
7915333189249554432,7030,56448,934,1.295735
7915340610953041920,7030,56448,961,1.388661
12764397479191140352,11337,58431,255,1.752152
11518102969779509248,10230,58224,534,1.047039
14126766336500848640,12547,58928,364,1.568904
14126776781861312512,12547,58928,402,1.630476
14126777056739219456,12547,58928,403,1.526016
14126777881372940288,12547,58928,406,1.094149
14126784478442706944,12547,58928,430,1.211799
14126791350390380544,12547,58928,455,1.192482
14126792999657822208,12547,58928,461,1.665972
11521347627016017920,10233,58130,50,1.165171
11521358897010202624,10233,58130,91,1.083158
11521364669446248448,10233,58130,112,1.355504
11521369617248573440,10233,58130,130,1.837341
1988347540004694016,1766,53468,30,1.009096
1610135323440867328,1430,53002,358,1.553321
1610140820999006208,1430,53002,378,1.051588
8206718349054597120,7289,57039,123,1.279585
8206719723444131840,7289,57039,128,1.937293
8206721647589480448,7289,57039,135,1.254842
8206722197345294336,7289,57039,137,1.868005
8206724946124363776,7289,57039,147,1.425675
8206725221002270720,7289,57039,148,1.052907
8206730718560409600,7289,57039,168,1.587667
10758069948247201792,9555,57814,350,1.583589
2381450435849381888,2115,53535,626,1.197848
2381452359994730496,2115,53535,633,1.285295
2381452634872637440,2115,53535,634,1.262949
12073287623386617856,10723,58287,956,1.289755
12073288722898245632,10723,58287,960,1.246895
12073295319968012288,10723,58287,984,1.800348
12073295869723826176,10723,58287,986,1.761511
12074151291515066368,10724,58391,2,1.996202
11515741768542083072,10228,58223,136,1.399802
11515743142931617792,10228,58223,141,1.352607
11515746166588594176,10228,58223,152,1.522077
11515746716344408064,10228,58223,154,1.604576
11515751114390919168,10228,58223,170,1.260248
7214776055080704000,6408,56329,34,1.41105
7214779903371401216,6408,56329,48,1.958843
7214781552638842880,6408,56329,54,1.18425
7214795846290003968,6408,56329,106,1.494387
7214798595069073408,6408,56329,116,1.933177
1351237987769280512,1200,52668,575,1.606386
1351240186792536064,1200,52668,583,1.777649
1351245684350674944,1200,52668,603,1.243101
12074155964439484416,10724,58391,19,1.544504
12074156239317391360,10724,58391,20,1.940419
12074157338829019136,10724,58391,24,1.14505
12074160087608088576,10724,58391,34,1.288152
12074166684677855232,10724,58391,58,1.340774
12074167784189483008,10724,58391,62,1.809018
7916246333673199616,7031,56449,160,1.384544
7916247708062734336,7031,56449,165,1.249519
7916249082452269056,7031,56449,170,1.168524
7916250731719710720,7031,56449,176,1.2953
7916255954399942656,7031,56449,195,1.327064
7916256779033663488,7031,56449,198,1.46368
2382434229230266368,2116,53854,109,1.016863
2382434504108173312,2116,53854,110,1.445692
699329012161341440,621,52055,528,1.212028
699330661428783104,621,52055,534,1.71536
699332310696224768,621,52055,540,1.329035
11518144201465550848,10230,58224,684,1.272023
11518145850732992512,10230,58224,690,1.030771
11518148874389968896,10230,58224,701,1.287344
11518151348291131392,10230,58224,710,1.795054
11518153547314386944,10230,58224,718,1.857412
11518153822192293888,10230,58224,719,1.698003
1352207757125642240,1201,52674,7,1.878473
1352209956148897792,1201,52674,15,1.735167
10333585896637749248,9178,58081,278,1.273903
10752483878969300992,9550,57787,508,1.782959
10752495698719299584,9550,57787,551,1.485491
12436711402600945664,11046,58398,76,1.947441
9980041770061551616,8864,57428,236,1.054129
9980043694206900224,8864,57428,243,1.574275
9980046442985969664,8864,57428,253,1.13851
9980047542497597440,8864,57428,257,1.024894
9980049466642946048,8864,57428,264,1.776776
9980050016398759936,8864,57428,266,1.549117
7560447119703955456,6715,56449,106,1.443153
7560447669459769344,6715,56449,108,1.533024
7560472958227208192,6715,56449,200,1.15177
7560475981884184576,6715,56449,211,1.795243
311919661061007360,277,51908,165,1.336011
311930381299378176,277,51908,204,1.735306
6182530894475319296,5491,56034,780,1.928854
12078846203766528000,10728,58248,698,1.476688
12078851701324666880,10728,58248,718,1.421508
12078852251080480768,10728,58248,720,1.231531
12078853075714201600,10728,58248,723,1.09907
12078856649126991872,10728,58248,736,1.352777
12078862696440944640,10728,58248,758,1.13188
12078866819609548800,10728,58248,773,1.50814
12078867644243269632,10728,58248,776,1.415947
12078868193999083520,10728,58248,778,1.471177
12078869843266525184,10728,58248,784,1.645923
12078871492533966848,10728,58248,790,1.686567
12078871767411873792,10728,58248,791,1.695623
12078875065946757120,10728,58248,803,1.172338
12078875340824664064,10728,58248,804,1.941745
12078876165458384896,10728,58248,807,1.996201
9989200701820262400,8872,57422,788,1.665153
9989204000355145728,8872,57422,800,1.627193
9989207298890029056,8872,57422,812,1.397385
9989210597424912384,8872,57422,824,1.905172
9989212246692354048,8872,57422,830,1.043049
9989218019128399872,8872,57422,851,1.293338
9989219393517934592,8872,57422,856,1.148465
9989222966930724864,8872,57422,869,1.109318
9989224616198166528,8872,57422,875,1.199221
9989224891076073472,8872,57422,876,1.559279
9989225715709794304,8872,57422,879,1.630886
8738202221148395520,7761,58071,338,1.892477
8738206069439092736,7761,58071,352,1.975553
8738214865532114944,7761,58071,384,1.985888
3094001602340612096,2748,54234,104,1.016539
3094004625997588480,2748,54234,115,1.151
3094027440863864832,2748,54234,198,1.36129
8263005918666708992,7339,56799,96,1.349619
8263006193544615936,7339,56799,97,1.383373
8263006467130677248,7339,56722,98,1.99603
8263006467902429184,7339,56768,98,1.988737
7253108329630947328,6442,56369,222,1.02864
7253111078410016768,6442,56369,232,1.239455
7253129770107688960,6442,56369,300,1.568661
7253130044985595904,6442,56369,301,1.35377
8146048664508585984,7235,56603,592,1.548569
4109643599607781376,3650,55244,396,1.238235
4109666689351964672,3650,55244,480,1.974731
7920963240552847360,7035,56568,936,1.15474
14104196111595231232,12527,58930,174,1.272255
14104197485984765952,12527,58930,179,1.529222
14104203533298718720,12527,58930,201,1.721639
14104204632810346496,12527,58930,205,1.124169
14104205732321974272,12527,58930,209,1.833987
14104206007199881216,12527,58930,210,1.699546
14104207106711508992,12527,58930,214,1.917561
14104220850606856192,12527,58930,264,1.933202
5075778975349102592,4508,55600,808,1.988754
9072608222695938048,8058,57196,388,1.268881
11745594397991131136,10432,58136,751,1.375044
11745606492619036672,10432,58136,795,1.413599
11745608691642292224,10432,58136,803,1.469593
12769086621355366400,11341,58428,930,1.010078
12769088270622808064,11341,58428,936,1.382079
12769096242082109440,11341,58428,965,1.288337
12769096516960016384,11341,58428,966,1.476964
5492347649075206144,4878,55710,756,1.254224
4931624209166391296,4380,55857,664,1.245623
657542897280772096,584,52049,63,1.523874
657544546548213760,584,52049,69,1.178774
657545920937748480,584,52049,74,1.719234
657555816542398464,584,52049,110,1.923804
657556366298212352,584,52049,112,1.522531
8605470538931132416,7643,57302,791,1.433947
8605471363564853248,7643,57302,794,1.854854
8605473562588108800,7643,57302,802,1.958783
8605475486733457408,7643,57302,809,1.538527
8605476861122992128,7643,57302,814,1.040896
8605477410878806016,7643,57302,816,1.793612
8605487306483456000,7643,57302,852,1.677806
8605490055262525440,7643,57302,862,1.804128
8605492529163687936,7643,57302,871,1.51128
8605497202088105984,7643,57302,888,1.162294
8605498301599733760,7643,57302,892,1.853105
8605499950867175424,7643,57302,898,1.972458
8605501050378803200,7643,57302,902,1.685106
2348675641244674048,2086,53401,176,1.273572
1306194844770658304,1160,52674,549,1.151193
1306197868427634688,1160,52674,560,1.108607
1306203091107866624,1160,52674,579,1.590425
1306207764032284672,1160,52674,596,1.089313
1306214635979958272,1160,52674,621,1.821837
5811023506528557056,5161,55968,924,1.577916
10590266061273454592,9406,58067,187,1.532346
10590286127360661504,9406,58067,260,1.296766
12076633160915638272,10726,58199,839,1.75982
12076647179688892416,10726,58199,890,1.175279
12076649103834241024,10726,58199,897,1.650967
12076651577735403520,10726,58199,906,1.289683
12076657899927263232,10726,58199,929,1.777919
12076659274316797952,10726,58199,934,1.230885
12076660923584239616,10726,58199,940,1.325056
12076661473340053504,10726,58199,942,1.721629
11748944610256508928,10435,58156,651,1.725397
11748963301954181120,10435,58156,719,1.628904
11748967700000692224,10435,58156,735,1.359672
4835827609345742848,4295,55858,318,1.559705
2441048095132248064,2168,53886,353,1.357712
2441049469521782784,2168,53886,358,1.302318
2441073658777593856,2168,53886,446,1.635784
932419434331531264,828,52317,634,1.84182
933393326403512320,829,52296,81,1.375501
8237191583176611840,7316,56710,392,1.268849
10329193622378141696,9174,58070,683,1.296758
10329196096279304192,9174,58070,692,1.527322
10329196646035118080,9174,58070,694,1.470845
10329197745546745856,9174,58070,698,1.129004
11519088681064617984,10231,58171,24,1.106491
11519090880087873536,10231,58171,32,1.254628
11519092529355315200,10231,58171,38,1.757606
11519093079111129088,10231,58171,40,1.218359
11519094728378570752,10231,58171,46,1.922669
11519096102768105472,10231,58171,51,1.62979
11519096927401826304,10231,58171,54,1.694481
11519098026913454080,10231,58171,58,1.058663
11519101050570430464,10231,58171,69,1.374499
10752539129428596736,9550,57787,709,1.97383
10752543527475107840,9550,57787,725,1.78668
1345515030686230528,1195,52724,235,1.336003
9325970334137210880,8283,57064,514,1.198778
9325970609015117824,8283,57064,515,1.936166
9325973632672094208,8283,57064,526,1.702721
9325974182427908096,8283,57064,528,1.24614
9325975831695349760,8283,57064,534,1.429627
9325976931206977536,8283,57064,538,1.345624
9325982428765116416,8283,57064,558,1.389143
9325985177544185856,8283,57064,568,1.461213
9325989025834883072,8283,57064,582,1.688745
9325993698759301120,8283,57064,599,1.429335
9325998371683719168,8283,57064,616,1.717615
9325999471195346944,8283,57064,620,1.092106
9326001670218602496,8283,57064,628,1.65911
4457665975131854848,3959,55679,830,1.135141
4457673121957435392,3959,55679,856,1.284561
8738246751369320448,7761,58071,500,1.680339
2241669795994953728,1991,53446,11,1.991292
2241678042332162048,1991,53446,41,1.911961
2241691236471695360,1991,53446,89,1.419224
2800123303426025472,2487,53852,37,1.536976
13115806894378997760,11649,58514,723,1.503855
13115808818524346368,11649,58514,730,1.978271
2035790104231962624,1808,54176,593,1.264243
2035791753499404288,1808,54176,599,1.481294
12435784515758348288,11045,58485,800,1.769062
12435787814293231616,11045,58485,812,1.041665
12435790013316487168,11045,58485,820,1.811875
12435790563072301056,11045,58485,822,1.080545
12435798259653695488,11045,58485,850,1.340562
8600851215621052416,7639,57297,370,1.350841
8600853414644307968,7639,57297,378,1.441439
